"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_conductor","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud","Latitud"
"2016S004121    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0501 0501","Diumenge","2016",5,"Maig","29","14","Avançament defectuós/improcedent","Tarda","430496.73 ","4582861.51","2.16750671343559","41.3924401610180"
"2016S004333    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0478 0478","Divendres","2016",6,"Juny","3","20","Gir indegut o sense precaució","Tarda","430061.22 ","4582806.77","2.16230418581817","41.3919093483481"
"2016S002480    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0478 0478","Divendres","2016",4,"Abril","1","14","Altres","Tarda","430061.22 ","4582806.77","2.16230418581817","41.3919093483481"
"2016S007793    ",2,"Eixample",7,"la Dreta de l'Eixample",71600,"Casp","0084 0084","Dijous","2016",10,"Octubre","13","18","Altres","Tarda","429649.26 ","4582966.26","2.15735850160236","41.3933098592732"
"2016S003012    ",2,"Eixample",6,"la Sagrada Família",142300,"Gaudí","0040 0040","Dimecres","2016",4,"Abril","20","19","Gir indegut o sense precaució","Tarda","430022.75 ","4582583.06","2.16186994362451","41.3898911172027"
"2016S004055    ",2,"Eixample",6,"la Sagrada Família",238400,"Padilla","0274 0274","Divendres","2016",5,"Maig","27","00","Manca d'atenció a la conducció","Nit","430069.76 ","4582608.47","2.16242924157334","41.3901240688664"
"2016S009597    ",2,"Eixample",6,"la Sagrada Família",73900,"Castillejos","0254B0254B","Dimecres","2016",12,"Desembre","14","13","Altres","Matí","429913.24 ","4582975.38","2.16051477860298","41.3934150687188"
"2016S006781    ",2,"Eixample",6,"la Sagrada Família",238400,"Padilla","0284 0284","Dimarts","2016",9,"Setembre","6","17","No respectar distàncies","Tarda","430170.5  ","4582751.47","2.16361758403624","41.3914207832146"
"2016S010017    ",2,"Eixample",6,"la Sagrada Família",90502,"Còrsega","0618 0618","Dimarts","2016",12,"Desembre","27","13","Desobeir altres senyals","Matí","430187.73 ","4582930.63","2.16380298796753","41.3930359155728"
"2016S003464    ",2,"Eixample",6,"la Sagrada Família",90502,"Còrsega","0618 0618","Dijous","2016",5,"Maig","5","19","Gir indegut o sense precaució","Tarda","430187.73 ","4582930.63","2.16380298796753","41.3930359155728"
"2016S000409    ",2,"Eixample",7,"la Dreta de l'Eixample",232902,"Urquinaona","0003 0003","Dilluns","2016",1,"Gener","18","08","Gir indegut o sense precaució","Matí","431553.57 ","4584083.99","2.18000861465738","41.4035413890365"
"2016S009608    ",2,"Eixample",6,"la Sagrada Família",109101,"Enamorats","0017 0019","Dimecres","2016",12,"Desembre","14","17","No respectar distàncies","Tarda","430038.58 ","4582960.1 ","2.16201567784590","41.3932883697816"
"2016S002098    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris","0085 0085","Dimecres","2016",3,"Març","16","19","No determinada","Tarda","431418.63 ","4584122.5 ","2.17839003629806","41.4038767263349"
"2016S008493    ",2,"Eixample",6,"la Sagrada Família",144601,"Diagonal","0284 0288","Dilluns","2016",11,"Novembre","7","16","Desobeir semàfor","Tarda","430250.13 ","4582619.68","2.16458516242149","41.3902407092114"
"2016S000115    ",2,"Eixample",6,"la Sagrada Família",76002,"Centelles","0022 0022","Dimecres","2016",1,"Gener","6","21","No cedir la dreta","Tarda","429868.7  ","4582996.42","2.15997961827233","41.3936006826634"
"2016S004733    ",2,"Eixample",6,"la Sagrada Família",76002,"Centelles","0022 0022","Divendres","2016",6,"Juny","17","14","No cedir la dreta","Tarda","429868.7  ","4582996.42","2.15997961827233","41.3936006826634"
"2016S006957    ",2,"Eixample",7,"la Dreta de l'Eixample",58204,"Camps Elisis","0009 0009","Dimarts","2016",9,"Setembre","13","22","Manca d'atenció a la conducció","Nit","431158.38 ","4584805.1 ","2.17519908271867","41.4100024192337"
"2016S008091    ",2,"Eixample",7,"la Dreta de l'Eixample",250904,"Pelai","0017 0017","Dilluns","2016",10,"Octubre","24","16","Gir indegut o sense precaució","Tarda","431462.42 ","4584365.78","2.17888630101073","41.4060716106609"
"2016S006840    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0288 0288","Dijous","2016",9,"Setembre","8","18","Gir indegut o sense precaució","Tarda","431274.06 ","4584558.52","2.17661106290877","41.4077914618331"
"2016S006512    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0261 0261","Divendres","2016",8,"Agost","26","10","Gir indegut o sense precaució","Matí","431460.95 ","4584179.19","2.17888986415831","41.4043909277609"
"2016S006313    ",2,"Eixample",7,"la Dreta de l'Eixample",32700,"Balmes","0074 0074","Diumenge","2016",8,"Agost","14","22","Canvi de carril sense precaució","Nit","431510.63 ","4584212.2 ","2.17948042720910","41.4046924763185"
"2016S002522    ",2,"Eixample",7,"la Dreta de l'Eixample",89004,"Consell de Cent","0326 0326","Dissabte","2016",4,"Abril","2","19","Manca precaució incorporació circulació","Tarda","431089.06 ","4584377.39","2.17441851292212","41.4061442305096"
"2016S005178    ",2,"Eixample",7,"la Dreta de l'Eixample",32700,"Balmes","0106 0106","Dissabte","2016",7,"Juliol","2","13","Altres","Matí","431648.21 ","4584360.13","2.18110952787532","41.4060365559321"
"2016S007476    ",2,"Eixample",7,"la Dreta de l'Eixample",89004,"Consell de Cent","0379 0379","Diumenge","2016",10,"Octubre","2","01","No respectar distàncies","Nit","431647.55 ","4584174.64","2.18112259907988","41.4043658487197"
"2016S001981    ",2,"Eixample",7,"la Dreta de l'Eixample",89004,"Consell de Cent","0361 0361","Divendres","2016",3,"Març","11","21","No determinada","Tarda","431180.38 ","4584467.18","2.17550074587180","41.4069607700392"
"2016S006716    ",2,"Eixample",7,"la Dreta de l'Eixample",71600,"Casp","0003 0003","Dissabte","2016",9,"Setembre","3","22","Desobeir semàfor","Nit","431087.59 ","4584749.86","2.17435847540932","41.4094988192404"
"2016S008097    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris","0134 0134","Dilluns","2016",10,"Octubre","24","17","Gir indegut o sense precaució","Tarda","431743.79 ","4584455.08","2.18224222398484","41.4068998698714"
"2016S008488    ",2,"Eixample",7,"la Dreta de l'Eixample",100800,"Diputació","0270 0270","Dilluns","2016",11,"Novembre","7","13","Gir indegut o sense precaució","Matí","431366.1  ","4584649.15","2.17770186891649","41.4086156081542"
"2016S010032    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0318 0318","Dimecres","2016",12,"Desembre","28","07","Manca precaució incorporació circulació","Matí","431178.69 ","4584655.52","2.17545909073463","41.4086569421643"
"2016S000884    ",2,"Eixample",7,"la Dreta de l'Eixample",145003,"Girona","0081 0081","Dimecres","2016",2,"Febrer","3","20","Gir indegut o sense precaució","Tarda","431743.79 ","4584455.08","2.18224222398484","41.4068998698714"
"2016S004679    ",2,"Eixample",5,"el Fort Pienc",286504,"Roger de Flor","0112 0112","Dijous","2016",6,"Juny","16","00","No respectar distàncies","Nit","430996.4  ","4584288.18","2.17332021080746","41.4053327896833"
"2016S008293    ",3,"Sants-Montjuïc",11,"el Poble-sec",43706,"Bòbila","0012 0012","Diumenge","2016",10,"Octubre","30","18","Manca d'atenció a la conducció","Tarda","431035.62 ","4584046.92","2.17381690306431","41.4031632076907"
"2016S009361    ",2,"Eixample",7,"la Dreta de l'Eixample",89004,"Consell de Cent","0342 0342","Dijous","2016",12,"Desembre","1","09","Manca d'atenció a la conducció","Matí","431369.9  ","4584462.66","2.17776849774699","41.4069362773349"
"2016S008050    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0199 0199","Dissabte","2016",10,"Octubre","22","12","Canvi de carril sense precaució","Matí","431183.42 ","4584096   ","2.17557935440660","41.4036179318110"
"2016S007668    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0207 0207","Dissabte","2016",10,"Octubre","8","13","Gir indegut o sense precaució","Matí","431369.71 ","4583900.93","2.17782997477459","41.4018769362751"
"2016S001531    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0207 0207","Divendres","2016",2,"Febrer","26","16","No determinada","Tarda","431369.71 ","4583900.93","2.17782997477459","41.4018769362751"
"2016S009407    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0046 0046","Dijous","2016",12,"Desembre","8","10","Desconegut","Matí","431224.51 ","4584778.49","2.17599326355825","41.4097684180219"
"2016S008012    ",3,"Sants-Montjuïc",11,"el Poble-sec",149503,"Grases","0000 0000","Divendres","2016",10,"Octubre","21","13","Avançament defectuós/improcedent","Matí","431276.93 ","4583999.47","2.17670893164829","41.4027565226966"
"2016S002634    ",3,"Sants-Montjuïc",11,"el Poble-sec",118805,"Exposició","0054 0054","Dijous","2016",4,"Abril","7","13","Manca d'atenció a la conducció","Matí","431351.12 ","4584057.42","2.17758983580519","41.4032848041757"
"2016S004879    ",3,"Sants-Montjuïc",11,"el Poble-sec",118805,"Exposició","0060 0060","Dimarts","2016",6,"Juny","21","16","No respectar distàncies","Tarda","431342.62 ","4584079.55","2.17748564316350","41.4034833956164"
"2016S008949    ",2,"Eixample",5,"el Fort Pienc",11200,"Almogàvers","0055 0055","Dilluns","2016",11,"Novembre","21","11","Desobeir semàfor","Matí","431704.5  ","4583927.53","2.18183177482072","41.4021450487065"
"2016S001408    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0234 0240","Dimarts","2016",2,"Febrer","23","08","Avançament defectuós/improcedent","Matí","431076.4  ","4583988.83","2.17431134802627","41.4026435099688"
"2016S009560    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0234 0240","Dimarts","2016",12,"Desembre","13","08","Gir indegut o sense precaució","Matí","431076.4  ","4583988.83","2.17431134802627","41.4026435099688"
"2016S009501    ",2,"Eixample",5,"el Fort Pienc",178308,"Lepant","0147 0147","Dissabte","2016",12,"Desembre","10","23","Desobeir semàfor","Nit","431845.69 ","4583203.18","2.18360233009769","41.3956330332067"
"2016S006072    ",3,"Sants-Montjuïc",11,"el Poble-sec",108007,"Elkano","0073 0073","Dimecres","2016",8,"Agost","3","08","Gir indegut o sense precaució","Matí","431363.28 ","4583313.93","2.17781966500566","41.3965894583967"
"2016S006706    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0840U0840U","Dissabte","2016",9,"Setembre","3","13","Altres","Matí","431076.53 ","4583033.4 ","2.17442176306772","41.3940382629931"
"2016S006663    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0840U0840U","Dijous","2016",9,"Setembre","1","16","No respectar distàncies","Tarda","431076.53 ","4583033.4 ","2.17442176306772","41.3940382629931"
"2016S008966    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0840U0840U","Dilluns","2016",11,"Novembre","21","21","No determinada","Tarda","431165.91 ","4583198.42","2.17547203456333","41.3955322096962"
"2016S005497    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0840U0840U","Dimecres","2016",7,"Juliol","13","02","Altres","Nit","431246.29 ","4583152.89","2.17643863056849","41.3951290172297"
"2016S004936    ",2,"Eixample",5,"el Fort Pienc",240300,"Pagès","0013 0013","Dimecres","2016",6,"Juny","22","19","Avançament defectuós/improcedent","Tarda","431770.36 ","4582858.86","2.18274013635392","41.3925254486186"
"2016S006159    ",2,"Eixample",6,"la Sagrada Família",197302,"Marina","0336 0336","Diumenge","2016",8,"Agost","7","11","Gir indegut o sense precaució","Matí","431648.43 ","4583591.24","2.18119905796476","41.3991114170627"
"2016S009359    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0425 0425","Dilluns","2016",12,"Desembre","5","10","No respectar distàncies","Matí","431545.26 ","4583698.06","2.17995288781257","41.4000647277180"
"2016S006710    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0425 0425","Dissabte","2016",9,"Setembre","3","18","No respectar distàncies","Tarda","431545.26 ","4583698.06","2.17995288781257","41.4000647277180"
"2016S008723    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0425 0425","Dilluns","2016",11,"Novembre","14","08","Desobeir altres senyals","Matí","431545.26 ","4583698.06","2.17995288781257","41.4000647277180"
"2016S006997    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0427 0427","Dijous","2016",9,"Setembre","15","08","Gir indegut o sense precaució","Matí","431457.14 ","4583406.9 ","2.17893180589330","41.3974348242153"
"2016S008722    ",3,"Sants-Montjuïc",11,"el Poble-sec",241801,"Palma","0024 0024","Dilluns","2016",11,"Novembre","14","08","Altres","Matí","431242.37 ","4583835.55","2.17631415037489","41.4012771893525"
"2016S007948    ",3,"Sants-Montjuïc",11,"el Poble-sec",241801,"Palma","0024 0024","Dimecres","2016",10,"Octubre","19","12","Gir indegut o sense precaució","Matí","431264.72 ","4583795.85","2.17658601302696","41.4009215366260"
"2016S002734    ",3,"Sants-Montjuïc",11,"el Poble-sec",234500,"Olivera","0064 0064","Dilluns","2016",4,"Abril","11","13","Manca d'atenció a la conducció","Matí","431513.72 ","4583425.05","2.17960652250055","41.3976031210281"
"2016S001950    ",3,"Sants-Montjuïc",11,"el Poble-sec",234500,"Olivera","0066 0066","Divendres","2016",3,"Març","11","07","No respectar distàncies","Matí","431513.72 ","4583425.05","2.17960652250055","41.3976031210281"
"2016S006139    ",3,"Sants-Montjuïc",11,"el Poble-sec",234500,"Olivera","0074 0074","Divendres","2016",8,"Agost","5","16","Gir indegut o sense precaució","Tarda","431553.84 ","4583500.42","2.18007788396057","41.3982853750798"
"2016S005197    ",3,"Sants-Montjuïc",11,"el Poble-sec",234500,"Olivera","0080 0080","Diumenge","2016",7,"Juliol","3","10","Manca precaució incorporació circulació","Matí","431464.86 ","4583206.91","2.17904680343018","41.3956342329842"
"2016S009354    ",3,"Sants-Montjuïc",11,"el Poble-sec",329902,"Tamarit","0079 0079","Diumenge","2016",12,"Desembre","4","20","Canvi de carril sense precaució","Tarda","431488.36 ","4583360.99","2.17931043761784","41.3970239896392"
"2016S007667    ",2,"Eixample",5,"el Fort Pienc",281307,"Ribes","0040 0040","Dissabte","2016",10,"Octubre","8","16","Manca precaució incorporació circulació","Tarda","431558.69 ","4582921.93","2.18020133977563","41.3930755004190"
"2016S004338    ",2,"Eixample",5,"el Fort Pienc",178308,"Lepant","0123 0123","Divendres","2016",6,"Juny","3","18","Desobeir semàfor","Tarda","431561.33 ","4583110.18","2.18021162216344","41.3947712377426"
"2016S001249    ",2,"Eixample",5,"el Fort Pienc",178308,"Lepant","0176 0176","Dimecres","2016",2,"Febrer","17","19","No determinada","Tarda","431608.84 ","4583518.48","2.18073372338666","41.3984527201465"
"2016S009481    ",2,"Eixample",5,"el Fort Pienc",178308,"Lepant","0178 0178","Dissabte","2016",12,"Desembre","10","01","No determinada","Nit","431619.77 ","4583529.16","2.18086325539517","41.3985498421155"
"2016S001975    ",2,"Eixample",5,"el Fort Pienc",178308,"Lepant","0182 0182","Divendres","2016",3,"Març","11","17","Desobeir semàfor","Tarda","431648.43 ","4583591.24","2.18119905796476","41.3991114170627"
"2016S006955    ",2,"Eixample",5,"el Fort Pienc",178308,"Lepant","0189 0189","Dimarts","2016",9,"Setembre","13","21","Altres","Tarda","431076.4  ","4583988.83","2.17431134802627","41.4026435099688"
"2016S004413    ",2,"Eixample",5,"el Fort Pienc",178308,"Lepant","0189 0189","Dimarts","2016",6,"Juny","7","09","Manca precaució efectuar marxa enrera","Matí","431076.4  ","4583988.83","2.17431134802627","41.4026435099688"
"2016S009317    ",2,"Eixample",5,"el Fort Pienc",325005,"Sicília","0206 0206","Divendres","2016",12,"Desembre","2","18","No cedir la dreta","Tarda","431167.04 ","4583702.85","2.17542815357121","41.4000755508619"
"2016S009300    ",2,"Eixample",5,"el Fort Pienc",209900,"Meridiana","0049 0049","Divendres","2016",12,"Desembre","2","16","No determinada","Tarda","431697.14 ","4583507.98","2.18179111042176","41.3983656619830"
"2016S007736    ",2,"Eixample",6,"la Sagrada Família",68900,"Cartagena","0320 0320","Dimarts","2016",10,"Octubre","11","08","No determinada","Matí","431167.04 ","4583702.85","2.17542815357121","41.4000755508619"
"2016S007571    ",2,"Eixample",5,"el Fort Pienc",89004,"Consell de Cent","0482 0482","Diumenge","2016",9,"Setembre","25","19","No respectat pas de vianants","Tarda","431752.09 ","4583696.66","2.18242710642775","41.4000697167210"
"2016S009938    ",3,"Sants-Montjuïc",11,"el Poble-sec",86301,"Concòrdia","0076 0076","Divendres","2016",12,"Desembre","23","18","No respectar distàncies","Tarda","431648.43 ","4583591.24","2.18119905796476","41.3991114170627"
"2016S008003    ",2,"Eixample",6,"la Sagrada Família",90502,"Còrsega","0591I0591I","Divendres","2016",10,"Octubre","21","08","Altres","Matí","431071.21 ","4583612.42","2.17429216032350","41.3992528595148"
"2016S007379    ",2,"Eixample",6,"la Sagrada Família",90502,"Còrsega","0591I0591I","Dimecres","2016",9,"Setembre","28","18","Gir indegut o sense precaució","Tarda","431071.21 ","4583612.42","2.17429216032350","41.3992528595148"
"2016S006552    ",2,"Eixample",6,"la Sagrada Família",142300,"Gaudí","0067 0067","Diumenge","2016",8,"Agost","28","00","Desobeir semàfor","Nit","431165.13 ","4583515.16","2.17542666510092","41.3983849220962"
"2016S004928    ",2,"Eixample",6,"la Sagrada Família",161407,"Indústria","0132 0132","Dimecres","2016",6,"Juny","22","17","No respectar distàncies","Tarda","431231.51 ","4583596.07","2.17621147007784","41.3991193382248"
"2016S001985    ",3,"Sants-Montjuïc",11,"el Poble-sec",230703,"Mare de Déu del Remei","0003 0003","Dissabte","2016",3,"Març","12","00","Desobeir semàfor","Nit","431845.69 ","4583203.18","2.18360233009769","41.3956330332067"
"2016S004329    ",2,"Eixample",5,"el Fort Pienc",89004,"Consell de Cent","0446 0446","Divendres","2016",6,"Juny","3","18","Gir indegut o sense precaució","Tarda","430884.69 ","4583802.91","2.17203931045361","41.4009525162256"
"2016S002697    ",2,"Eixample",5,"el Fort Pienc",281307,"Ribes","0048 0052","Dissabte","2016",4,"Abril","9","16","Manca precaució incorporació circulació","Tarda","432022.68 ","4583801.28","2.18565209656003","41.4010349416810"
"2016S004003    ",2,"Eixample",5,"el Fort Pienc",89004,"Consell de Cent","0508 0508","Dimecres","2016",5,"Maig","25","11","Manca d'atenció a la conducció","Matí","431898.72 ","4583801.95","2.18416921235079","41.4010304766349"
"2016S002318    ",2,"Eixample",6,"la Sagrada Família",129007,"Font","0012 0012","Dijous","2016",3,"Març","24","20","No determinada","Tarda","431260.12 ","4583609.26","2.17655219307081","41.3992405850323"
"2016S001088    ",3,"Sants-Montjuïc",11,"el Poble-sec",178400,"Lleida","0017 0017","Dijous","2016",2,"Febrer","11","10","Manca precaució incorporació circulació","Matí","431590.36 ","4583124.99","2.18055717059078","41.3949070992773"
"2016S006931    ",2,"Eixample",5,"el Fort Pienc",9209,"Alí Bei","0038 0042","Dilluns","2016",9,"Setembre","12","18","Desobeir altres senyals","Tarda","431915.22 ","4583720.21","2.18437578638796","41.4002956672333"
"2016S004917    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0421 0421","Dimecres","2016",6,"Juny","22","12","Altres","Matí","431477.27 ","4583647.5 ","2.17914533268140","41.3996035526098"
"2016S006036    ",2,"Eixample",5,"el Fort Pienc",225500,"Nàpols","0077X0077X","Dilluns","2016",8,"Agost","1","21","Altres","Tarda","431545.26 ","4583698.06","2.17995288781257","41.4000647277180"
"2016S001260    ",2,"Eixample",5,"el Fort Pienc",73900,"Castillejos","0160 0160","Dijous","2016",2,"Febrer","18","07","Gir indegut o sense precaució","Matí","431562.24 ","4583300.16","2.18020101588602","41.3964824088049"
"2016S004897    ",2,"Eixample",6,"la Sagrada Família",349604,"Ureña","0001 0001","Dimarts","2016",6,"Juny","21","18","Envair calçada contrària","Tarda","431949.87 ","4583830.02","2.18477791009584","41.4012876296228"
"2016S007627    ",2,"Eixample",5,"el Fort Pienc",89004,"Consell de Cent","0489 0491","Divendres","2016",10,"Octubre","7","13","Altres","Matí","431465.75 ","4583017.27","2.17907893018157","41.3939262778687"
"2016S000717    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel","0159 0159","Dijous","2016",1,"Gener","28","20","Desconegut","Tarda","431753.46 ","4583109.76","2.18250970522791","41.3947837974342"
"2016S006502    ",2,"Eixample",6,"la Sagrada Família",90502,"Còrsega","0561 0561","Dijous","2016",8,"Agost","25","18","Gir indegut o sense precaució","Tarda","431843.45 ","4583785.44","2.18350993359001","41.4008770883891"
"2016S006925    ",2,"Eixample",6,"la Sagrada Família",90502,"Còrsega","0565 0565","Dilluns","2016",9,"Setembre","12","15","No determinada","Tarda","431855.47 ","4583831.92","2.18364847959681","41.4012967396977"
"2016S000849    ",2,"Eixample",5,"el Fort Pienc",286504,"Roger de Flor","0039 0041","Dimarts","2016",2,"Febrer","2","20","Altres","Tarda","431420.81 ","4583832.37","2.17844901347683","41.4012638018749"
"2016S000208    ",2,"Eixample",5,"el Fort Pienc",286504,"Roger de Flor","0040 0040","Dilluns","2016",1,"Gener","11","01","Manca d'atenció a la conducció","Nit","431420.81 ","4583832.37","2.17844901347683","41.4012638018749"
"2016S009310    ",2,"Eixample",6,"la Sagrada Família",105304,"Dos de Maig","0313 0313","Divendres","2016",12,"Desembre","2","16","Altres","Tarda","431493.25 ","4583717.99","2.17932849727184","41.4002397974355"
"2016S004845    ",2,"Eixample",6,"la Sagrada Família",105304,"Dos de Maig","0313 0313","Dilluns","2016",6,"Juny","20","17","Altres","Tarda","431493.25 ","4583717.99","2.17932849727184","41.4002397974355"
"2016S005627    ",3,"Sants-Montjuïc",11,"el Poble-sec",108007,"Elkano","0059 0059","Dissabte","2016",7,"Juliol","16","22","No determinada","Nit","431246.29 ","4583152.89","2.17643863056849","41.3951290172297"
"2016S004710    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0455 0455","Dijous","2016",6,"Juny","16","18","No determinada","Tarda","431741.34 ","4583890.15","2.18227668065136","41.4018115097267"
"2016S002431    ",2,"Eixample",5,"el Fort Pienc",9209,"Alí Bei","0106 0108","Dijous","2016",3,"Març","31","07","Altres","Matí","431752.09 ","4583696.66","2.18242710642775","41.4000697167210"
"2016S009106    ",2,"Eixample",6,"la Sagrada Família",142300,"Gaudí","0002 0004","Dissabte","2016",11,"Novembre","26","17","No respectar distàncies","Tarda","429866.41 ","4580534.94","2.16023737678859","41.3714307243608"
"2016S006558    ",2,"Eixample",5,"el Fort Pienc",325005,"Sicília","0152 0152","Diumenge","2016",8,"Agost","28","01","Desobeir altres senyals","Nit","429878.69 ","4580611.28","2.16037536535088","41.3721193664262"
"2016S002642    ",2,"Eixample",6,"la Sagrada Família",325800,"Simó","0025 0025","Dijous","2016",4,"Abril","7","19","No determinada","Tarda","430157.95 ","4580602.24","2.16371541607532","41.3720622494848"
"2016S003797    ",2,"Eixample",5,"el Fort Pienc",28305,"Ausiàs Marc","0122 0122","Dimecres","2016",5,"Maig","18","08","Manca d'atenció a la conducció","Matí","429594.38 ","4580955.23","2.15693599908034","41.3751923730405"
"2016S003330    ",2,"Eixample",6,"la Sagrada Família",144601,"Diagonal","0334 0334","Dilluns","2016",5,"Maig","2","12","No respectat pas de vianants","Matí","429878.69 ","4580611.28","2.16037536535088","41.3721193664262"
"2016S001888    ",2,"Eixample",6,"la Sagrada Família",197302,"Marina","0287B0289","Dimecres","2016",3,"Març","9","08","Canvi de carril sense precaució","Matí","429378.64 ","4580895.18","2.15436336158100","41.3746326019415"
"2016S007121    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",36755,"Colònia Bausili","0008 0008","Dilluns","2016",9,"Setembre","19","18","No respectar distàncies","Tarda","430527.72 ","4580731.21","2.16812182744834","41.3732558766322"
"2016S004191    ",2,"Eixample",6,"la Sagrada Família",178308,"Lepant","0364 0366","Dimarts","2016",5,"Maig","31","18","No respectar distàncies","Tarda","429960.98 ","4580950.09","2.16132009720122","41.3751780964342"
"2016S007328    ",2,"Eixample",5,"el Fort Pienc",9209,"Alí Bei","0067 0067","Dilluns","2016",9,"Setembre","26","20","No respectar distàncies","Tarda","429306.82 ","4580653.65","2.15353279549760","41.3724509079812"
"2016S010052    ",2,"Eixample",5,"el Fort Pienc",71600,"Casp","0172 0172","Dimecres","2016",12,"Desembre","28","17","No respectar distàncies","Tarda","430023.03 ","4580927.05","2.16206470274719","41.3749759849332"
"2016S007661    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",1808,"Acer","0002 0010","Dissabte","2016",10,"Octubre","8","09","Altres","Matí","429940    ","4580238.98","2.16115148332629","41.3687715162086"
"2016S010001    ",3,"Sants-Montjuïc",11,"el Poble-sec",116402,"Estadi","0066X0070X","Dilluns","2016",12,"Desembre","26","19","Canvi de carril sense precaució","Tarda","430748.54 ","4580934.89","2.17073885235506","41.3751094128984"
"2016S002826    ",3,"Sants-Montjuïc",11,"el Poble-sec",43400,"Blai","0063 0063","Dijous","2016",4,"Abril","14","14","Altres","Tarda","429617.47 ","4578523.14","2.15749457238022","41.3532892881900"
"2016S006633    ",3,"Sants-Montjuïc",11,"el Poble-sec",43400,"Blai","0065 0065","Dimecres","2016",8,"Agost","31","18","Manca d'atenció a la conducció","Tarda","429823.54 ","4578732.78","2.15993349687085","41.3551954558494"
"2016S004543    ",3,"Sants-Montjuïc",11,"el Poble-sec",261004,"Poeta Cabanyes","0040 0040","Divendres","2016",6,"Juny","10","17","Avançament defectuós/improcedent","Tarda","429572.24 ","4579584.8 ","2.15683058037717","41.3628473935592"
"2016S006286    ",3,"Sants-Montjuïc",11,"el Poble-sec",700919,"Polvorí","0005 0005","Dissabte","2016",8,"Agost","13","07","Desobeir altres senyals","Matí","430715.69 ","4580783.2 ","2.17036341104624","41.3737403543204"
"2016S006243    ",3,"Sants-Montjuïc",11,"el Poble-sec",349400,"Univers","0009 0009","Dijous","2016",8,"Agost","11","08","Manca d'atenció a la conducció","Matí","428749.53 ","4579266.9 ","2.14703254382995","41.3599117174078"
"2016S008252    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",69302,"Cantunis","0083 0083","Divendres","2016",10,"Octubre","28","23","Desobeir altres senyals","Nit","430921.87 ","4580816.45","2.17282490374522","41.3740575673371"
"2016S006480    ",3,"Sants-Montjuïc",11,"el Poble-sec",118805,"Exposició","0039 0039","Dimecres","2016",8,"Agost","24","17","Manca d'atenció a la conducció","Tarda","431214.13 ","4580892.36","2.17631084179051","41.3747663236367"
"2016S005511    ",3,"Sants-Montjuïc",11,"el Poble-sec",94707,"Creu dels Molers","0007 0009","Dimecres","2016",7,"Juliol","13","14","Manca d'atenció a la conducció","Tarda","429711.14 ","4580390.44","2.15839765889488","41.3701157003566"
"2016S003299    ",3,"Sants-Montjuïc",11,"el Poble-sec",230601,"Mare de Déu de Port","0054G0054G","Dissabte","2016",4,"Abril","30","23","Manca d'atenció a la conducció","Nit","431214.13 ","4580892.36","2.17631084179051","41.3747663236367"
"2016S010038    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel","0199 0199","Dimecres","2016",12,"Desembre","28","12","Desobeir altres senyals","Matí","428966.66 ","4580473.52","2.14948674328335","41.3707985597903"
"2016S000666    ",3,"Sants-Montjuïc",11,"el Poble-sec",230601,"Mare de Déu de Port","0062X0062X","Dimecres","2016",1,"Gener","27","09","Desconegut","Matí","430892.9  ","4580638.75","2.17249878406938","41.3724545835923"
