"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_conductor","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud","Latitud"
"2016S008785    ",-1,"Desconegut",-1,"Desconegut",-1,"NÚMERO 6 / A                                      ","Desconegut","Dimarts","2016",11,"Novembre","15","22","Desobeir altres senyals","Nit","427519.99 ","4575229.36","2.16589108024690","41.3751655474142"
"2016S006269    ",-1,"Desconegut",-1,"Desconegut",-1,"ALMIRALL CERVERA / Sevilla                        ","Desconegut","Divendres","2016",8,"Agost","12","08","No respectat pas de vianants","Matí","432316.21 ","4581276.81","2.15473697221510","41.3763670438600"
"2016S005498    ",-1,"Desconegut",-1,"Desconegut",-1,"NÚMERO 3 / E                                      ","Desconegut","Dimecres","2016",7,"Juliol","13","05","Altres","Nit","427265.97 ","4576644.81","2.15742662932905","41.3812840639166"
"2016S001172    ",-1,"Desconegut",-1,"Desconegut",-1,"RDA DALT (BESÒS)                                  ","K00046    ","Diumenge","2016",2,"Febrer","14","21","No respectar distàncies","Tarda","424991.14 ","4581760.18","2.15742662932905","41.3812840639166"
"2016S002566    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",283200,"Ripollès","0093 0093","Dimarts","2016",4,"Abril","5","07","No determinada","Matí","432141.03 ","4585382.64","2.16315571227123","41.3818594590244"
"2016S008866    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",283200,"Ripollès","0093 0093","Divendres","2016",11,"Novembre","18","09","Gir indegut o sense precaució","Matí","432141.03 ","4585382.64","2.15470829784992","41.3772058848001"
"2016S003312    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",283200,"Ripollès","0094 0094","Diumenge","2016",5,"Maig","1","14","No respectar distàncies","Tarda","432107.36 ","4585401.41","2.16207525573498","41.3760736298562"
"2016S009619    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret","0380 0380","Dijous","2016",12,"Desembre","15","08","No respectat pas de vianants","Matí","431837.48 ","4585501.88","2.16229800868244","41.3797870743978"
"2016S004672    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",346402,"Trinxant","0114 0114","Dimecres","2016",6,"Juny","15","19","Altres","Tarda","431954.6  ","4585556.54","2.15867970518957","41.3803304141042"
"2016S003934    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161407,"Indústria","0289 0289","Diumenge","2016",5,"Maig","22","14","No respectat pas de vianants","Tarda","431603.55 ","4585443.43","2.15119410090065","41.3844304535281"
"2016S002501    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161407,"Indústria","0276B0276B","Divendres","2016",4,"Abril","1","22","Desobeir semàfor","Nit","431372.38 ","4585035.95","2.13281660051173","41.3234370600014"
"2016S001239    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",194406,"Maragall","0007 0009","Dimecres","2016",2,"Febrer","17","14","No determinada","Tarda","431511.02 ","4585166.35","2.18944564549588","41.3783224998282"
"2016S004919    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",145808,"Ginecòs","0036 0036","Dimecres","2016",6,"Juny","22","14","Avançament defectuós/improcedent","Tarda","431880.71 ","4585472.75","2.12961207031110","41.3361626820179"
"2016S009702    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",105304,"Dos de Maig","0316 0316","Dissabte","2016",12,"Desembre","17","10","Desobeir semàfor","Matí","431369.31 ","4584838.67","2.10179512301131","41.3820259482859"
"2016S003550    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",95506,"Conca","0019 0019","Dilluns","2016",5,"Maig","9","11","Manca precaució incorporació circulació","Matí","431427.92 ","4585079.15","2.18689031416923","41.4152877819504"
"2016S009537    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",310008,"Sant Quintí","0027 0027","Dilluns","2016",12,"Desembre","12","15","Manca d'atenció a la conducció","Tarda","431466.56 ","4584937.05","2.18689031416923","41.4152877819504"
"2016S002935    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",310008,"Sant Quintí","0027 0027","Dilluns","2016",4,"Abril","18","15","Manca precaució incorporació circulació","Tarda","431466.56 ","4584937.05","2.18648535712315","41.4154539910057"
"2016S009602    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",74302,"Catalunya","0002 0002","Dimecres","2016",12,"Desembre","14","17","No respectar distàncies","Tarda","431555.77 ","4585028.44","2.18324500955059","41.4163360253212"
"2016S007411    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,"Mallorca","0513 0513","Dijous","2016",9,"Setembre","29","12","Gir indegut o sense precaució","Matí","431651.12 ","4584550.19","2.18464017265558","41.4168382654042"
"2016S004508    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",268003,"Provença","0564 0568","Dijous","2016",6,"Juny","9","17","Manca d'atenció a la conducció","Tarda","431808.78 ","4584533.99","2.18045270073654","41.4157896907166"
"2016S004680    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"València","0570 0570","Dijous","2016",6,"Juny","16","08","No determinada","Matí","432131.07 ","4584631.66","2.17773308993490","41.4120999267152"
"2016S000435    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",98209,"Degà Bahí","0012 0014","Dimarts","2016",1,"Gener","19","07","Desconegut","Matí","431982.15 ","4584861.14","2.17937700515345","41.4132862341501"
"2016S000908    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",18505,"Aragó","0567 0569","Dijous","2016",2,"Febrer","4","16","Altres","Tarda","431988.96 ","4584692.18","2.18376553105755","41.4160773298026"
"2016S000582    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",109101,"Enamorats","0128 0128","Dissabte","2016",1,"Gener","23","21","No determinada","Tarda","431930.44 ","4584810.5 ","2.17771875731547","41.4103228277772"
"2016S001867    ",10,"Sant Martí",65,"el Clot",367800,"Washington","0001 0001","Dimarts","2016",3,"Març","8","17","Canvi de carril sense precaució","Tarda","432411.1  ","4585107.29","2.17839267023733","41.4124937598545"
"2016S006105    ",10,"Sant Martí",72,"Sant Martí de Provençals",128106,"Fluvià","0249 0249","Dijous","2016",8,"Agost","4","12","No respectat pas de vianants","Matí","432459.51 ","4584809.66","2.17887107228739","41.4112172101638"
"2016S002927    ",10,"Sant Martí",72,"Sant Martí de Provençals",86200,"Concili de Trento","0095 0095","Dilluns","2016",4,"Abril","18","13","No determinada","Matí","432108.71 ","4584873.51","2.17887107228739","41.4112172101638"
"2016S001349    ",10,"Sant Martí",72,"Sant Martí de Provençals",128707,"Fondal de Sant Martí","0016 0016","Dissabte","2016",2,"Febrer","20","17","Desobeir altres senyals","Tarda","432134.81 ","4584834.86","2.17992801964935","41.4120479392177"
"2016S007623    ",10,"Sant Martí",65,"el Clot",210003,"Meridional","0006 0006","Divendres","2016",10,"Octubre","7","09","Manca d'atenció a la conducció","Matí","432609.18 ","4585145.59","2.18112285591895","41.4077486147055"
"2016S000611    ",10,"Sant Martí",72,"Sant Martí de Provençals",15201,"Andrade","0118 0118","Dilluns","2016",1,"Gener","25","09","Altres","Matí","432349.81 ","4584858.94","2.18301080409573","41.4076161086688"
"2016S004930    ",10,"Sant Martí",65,"el Clot",355200,"Vehils","0006 0006","Dimecres","2016",6,"Juny","22","18","Manca d'atenció a la conducció","Tarda","431996.66 ","4584343.27","2.18685546165919","41.4085230938487"
"2016S008392    ",10,"Sant Martí",65,"el Clot",81603,"Clot","0120 0122","Dijous","2016",11,"Novembre","3","16","Manca d'atenció a la conducció","Tarda","432847.16 ","4585262.08","2.18504805865768","41.4105773504765"
"2016S008313    ",10,"Sant Martí",65,"el Clot",701220,"Gabriela Mistral","0008 0008","Dilluns","2016",10,"Octubre","31","17","Desobeir altres senyals","Tarda","431837.23 ","4584359.62","2.18514853915465","41.4090561565202"
"2016S002062    ",10,"Sant Martí",65,"el Clot",191204,"Mallorca","0615 0617","Dimarts","2016",3,"Març","15","14","Canvi de carril sense precaució","Tarda","431979.59 ","4584424.45","2.18443511530671","41.4101168700599"
"2016S007500    ",10,"Sant Martí",65,"el Clot",191204,"Mallorca","0623 0623","Dilluns","2016",10,"Octubre","3","15","Manca d'atenció a la conducció","Tarda","432311.05 ","4584204.03","2.19015239010841","41.4128305685902"
"2016S006126    ",10,"Sant Martí",65,"el Clot",191204,"Mallorca","0623 0623","Divendres","2016",8,"Agost","5","15","Desconegut","Tarda","432255.32 ","4584222.72","2.19076482951806","41.4101539772622"
"2016S003655    ",10,"Sant Martí",65,"el Clot",191204,"Mallorca","0623 0623","Dijous","2016",5,"Maig","12","18","Canvi de carril sense precaució","Tarda","432172.41 ","4584181.5 ","2.18656080151972","41.4106994732841"
"2016S007874    ",10,"Sant Martí",65,"el Clot",113506,"Escultors Claperós","0087X0093X","Diumenge","2016",10,"Octubre","16","17","Altres","Tarda","432131.07 ","4584631.66","2.18687739482471","41.4103535707289"
"2016S002494    ",10,"Sant Martí",65,"el Clot",220608,"Monturiol","0016 0016","Divendres","2016",4,"Abril","1","18","Manca d'atenció a la conducció","Tarda","432208.91 ","4584485.96","2.19251798467258","41.4131921744409"
"2016S001231    ",10,"Sant Martí",65,"el Clot",86200,"Concili de Trento","0007 0011","Dimecres","2016",2,"Febrer","17","09","No respectat pas de vianants","Matí","433179.73 ","4585090.26","2.18944689900439","41.4105885934234"
"2016S004470    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",360006,"Vidiella","0016 0016","Dimecres","2016",6,"Juny","8","19","Manca d'atenció a la conducció","Tarda","432979.65 ","4585103.25","2.18527989990609","41.4059142821696"
"2016S000455    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",360006,"Vidiella","0016 0016","Dimarts","2016",1,"Gener","19","20","Gir indegut o sense precaució","Tarda","432979.65 ","4585103.25","2.19535229566218","41.4142613044529"
"2016S003230    ",10,"Sant Martí",65,"el Clot",15201,"Andrade","0034 0034","Dijous","2016",4,"Abril","28","15","Manca d'atenció a la conducció","Tarda","432836.05 ","4585367.03","2.18337081380528","41.4060480267621"
"2016S000999    ",10,"Sant Martí",65,"el Clot",15201,"Andrade","0040 0040","Dilluns","2016",2,"Febrer","8","00","Manca d'atenció a la conducció","Nit","432776.19 ","4585451.57","2.18506656128383","41.4066440003877"
"2016S004427    ",10,"Sant Martí",65,"el Clot",15201,"Andrade","0044 0044","Dimarts","2016",6,"Juny","7","13","Desconegut","Matí","432726.24 ","4585335.39","2.18905650203460","41.4046867462910"
"2016S009799    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",217104,"Muntanya","0094 0094","Dimarts","2016",12,"Desembre","20","09","No respectar distàncies","Matí","431960.14 ","4584457.62","2.18838772833096","41.4048503830201"
"2016S003908    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",701506,"Carme Montoriol","0003 0003","Dissabte","2016",5,"Maig","21","15","No cedir la dreta","Tarda","433075.96 ","4585196.41","2.18740052403833","41.4044721292270"
"2016S001347    ",10,"Sant Martí",65,"el Clot",350308,"València","0714 0714","Dissabte","2016",2,"Febrer","20","16","Desobeir semàfor","Tarda","433366.06 ","4585856.74","2.18685546165919","41.4085230938487"
"2016S003890    ",10,"Sant Martí",65,"el Clot",327408,"Soler i Rovirosa","0006 0006","Divendres","2016",5,"Maig","20","19","Manca d'atenció a la conducció","Tarda","433289.19 ","4585809.91","2.18780302701734","41.4072173920417"
"2016S003692    ",10,"Sant Martí",73,"la Verneda i la Pau",86200,"Concili de Trento","0306 0306","Divendres","2016",5,"Maig","13","18","Manca d'atenció a la conducció","Tarda","433150.72 ","4586125.85","2.19935031082634","41.4127415165684"
"2016S008336    ",10,"Sant Martí",70,"el Besòs i el Maresme",241700,"Palerm","0011 0011","Dimarts","2016",11,"Novembre","1","15","Manca d'atenció a la conducció","Tarda","433123.02 ","4586300.49","2.19695507745116","41.4128418384316"
"2016S005550    ",10,"Sant Martí",65,"el Clot",138100,"Gabriel y Galán","0015 0015","Dijous","2016",7,"Juliol","14","13","No determinada","Matí","433082.3  ","4585766.19","2.19695507745116","41.4128418384316"
"2016S003525    ",10,"Sant Martí",73,"la Verneda i la Pau",118827,"Extremadura","0005 0005","Diumenge","2016",5,"Maig","8","16","Manca precaució incorporació circulació","Tarda","433457.11 ","4585569.8 ","2.19520770812661","41.4152056290812"
"2016S003830    ",10,"Sant Martí",70,"el Besòs i el Maresme",335009,"Tessàlia","0003 0003","Dijous","2016",5,"Maig","19","09","No respectar distàncies","Matí","433457.11 ","4585569.8 ","2.19448210257193","41.4159620461099"
"2016S009161    ",10,"Sant Martí",70,"el Besòs i el Maresme",701450,"Pierre Vilar","0001X0001X","Dimarts","2016",11,"Novembre","29","11","Desobeir altres senyals","Matí","433700.82 ","4585993.81","2.19389739474195","41.4149114634524"
"2016S001155    ",10,"Sant Martí",70,"el Besòs i el Maresme",8705,"Alfons el Magnànim","0030 0030","Dissabte","2016",2,"Febrer","13","21","Canvi de carril sense precaució","Tarda","433587.41 ","4585653.8 ","2.18483014796007","41.4069411049737"
"2016S008729    ",10,"Sant Martí",70,"el Besòs i el Maresme",701450,"Pierre Vilar","0002X0002X","Dilluns","2016",11,"Novembre","14","12","Manca d'atenció a la conducció","Matí","433636.23 ","4586091.31","2.19809703480593","41.4136889371308"
"2016S002024    ",10,"Sant Martí",70,"el Besòs i el Maresme",701497,"B-10 (Llobregat)","000560000","Dilluns","2016",3,"Març","14","10","Desobeir semàfor","Matí","433461.57 ","4585951.6 ","2.20149508903046","41.4196604709607"
"2016S004675    ",10,"Sant Martí",70,"el Besòs i el Maresme",253800,"Perpinyà","0011 0011","Dimecres","2016",6,"Juny","15","19","No determinada","Tarda","433436.27 ","4586442.7 ","2.20058047429786","41.4192323022164"
"2016S002682    ",10,"Sant Martí",73,"la Verneda i la Pau",86200,"Concili de Trento","0275X0275X","Divendres","2016",4,"Abril","8","19","Manca d'atenció a la conducció","Tarda","434819.14 ","4584988.95","2.19888867401279","41.4220663619054"
"2016S009257    ",10,"Sant Martí",70,"el Besòs i el Maresme",278608,"Reixac","0022 0022","Dijous","2016",12,"Desembre","1","15","No respectar distàncies","Tarda","433358.94 ","4586671.61","2.19853788694768","41.4236369849087"
"2016S003606    ",10,"Sant Martí",70,"el Besòs i el Maresme",278608,"Reixac","0023 0023","Dimarts","2016",5,"Maig","10","19","Manca precaució incorporació circulació","Tarda","433476.36 ","4586759.75","2.19810979958463","41.4188213094680"
"2016S008377    ",10,"Sant Martí",73,"la Verneda i la Pau",69700,"Ca n'Oliva","0010 0010","Dijous","2016",11,"Novembre","3","07","Envair calçada contrària","Matí","433561.63 ","4586887.34","2.20261614165310","41.4170836360353"
"2016S006531    ",10,"Sant Martí",73,"la Verneda i la Pau",69700,"Ca n'Oliva","0010 0010","Divendres","2016",8,"Agost","26","20","Manca d'atenció a la conducció","Tarda","433501.25 ","4586845.07","2.20261614165310","41.4170836360353"
"2016S005217    ",10,"Sant Martí",73,"la Verneda i la Pau",69700,"Ca n'Oliva","0018 0018","Dilluns","2016",7,"Juliol","4","10","Altres","Matí","433209.23 ","4586855.62","2.20548560942648","41.4209227399846"
"2016S001151    ",10,"Sant Martí",72,"Sant Martí de Provençals",169409,"Corts Catalanes","1079 1081","Dissabte","2016",2,"Febrer","13","18","Manca d'atenció a la conducció","Tarda","434882.25 ","4584996.31","2.20416594904818","41.4178509902706"
"2016S001122    ",10,"Sant Martí",73,"la Verneda i la Pau",150852,"Vivendes la Pau","0060 0060","Dijous","2016",2,"Febrer","11","21","Manca d'atenció a la conducció","Tarda","433515.09 ","4586393.34","2.20470203547391","41.4217955575955"
"2016S000065    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"Guipúscoa","0117 0117","Dilluns","2016",1,"Gener","4","20","No respectar distàncies","Tarda","434947.53 ","4585007.19","2.20262746444372","41.4205227702960"
"2016S006732    ",10,"Sant Martí",73,"la Verneda i la Pau",195409,"Maresme","0266 0266","Dilluns","2016",9,"Setembre","5","09","Manca d'atenció a la conducció","Matí","434993.38 ","4584498.8 ","2.20227062654362","41.4249438681387"
"2016S005684    ",10,"Sant Martí",73,"la Verneda i la Pau",270107,"Puigcerdà","0303 0303","Dimarts","2016",7,"Juliol","19","19","Desobeir semàfor","Tarda","433942.83 ","4585841.27","2.21897550669764","41.4119637998005"
"2016S008475    ",10,"Sant Martí",71,"Provençals del Poblenou",94300,"Cristóbal de Moura","0075U0083U","Dilluns","2016",11,"Novembre","7","08","Altres","Matí","434318.42 ","4585656.03","2.20132000853559","41.4269991754286"
"2016S005229    ",10,"Sant Martí",71,"Provençals del Poblenou",115603,"Espronceda","0142 0152","Dilluns","2016",7,"Juliol","4","15","No respectar distàncies","Tarda","434149.26 ","4586017.13","2.20271544403129","41.4278027679698"
"2016S002428    ",10,"Sant Martí",70,"el Besòs i el Maresme",249600,"Pere Blai","0035 0035","Dijous","2016",3,"Març","31","03","Altres","Nit","434324.94 ","4585257.03","2.20372183185730","41.4289589972004"
"2016S007124    ",10,"Sant Martí",70,"el Besòs i el Maresme",182509,"Lluís Dalmau","0021 0021","Dilluns","2016",9,"Setembre","19","16","Altres","Tarda","433943.47 ","4584696.09","2.20300390798659","41.4285732827216"
"2016S006994    ",10,"Sant Martí",70,"el Besòs i el Maresme",270107,"Puigcerdà","0027 0027","Dimecres","2016",9,"Setembre","14","22","Desobeir semàfor","Nit","434232.23 ","4585351.5 ","2.19950811045340","41.4286440521110"
"2016S000785    ",10,"Sant Martí",70,"el Besòs i el Maresme",24508,"Arnau Bargués","0023 0023","Dilluns","2016",2,"Febrer","1","07","Desobeir altres senyals","Matí","434419.1  ","4584784.71","2.21972976819972","41.4120352101937"
"2016S005657    ",10,"Sant Martí",70,"el Besòs i el Maresme",15507,"Andreu Febrer","0032 0032","Dilluns","2016",7,"Juliol","18","19","No determinada","Tarda","433349.13 ","4584417.04","2.20321925337457","41.4245058300611"
"2016S005387    ",10,"Sant Martí",70,"el Besòs i el Maresme",15507,"Andreu Febrer","0035 0035","Dissabte","2016",7,"Juliol","9","17","Desobeir semàfor","Tarda","433090.05 ","4584419.2 ","2.22050961476791","41.4121384952841"
"2016S009077    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell","0016 0016","Divendres","2016",11,"Novembre","25","15","Desconegut","Tarda","433186.49 ","4584891.95","2.22111283848803","41.4075632562854"
"2016S007968    ",10,"Sant Martí",70,"el Besòs i el Maresme",247604,"Pau","0005 0005","Dijous","2016",10,"Octubre","20","08","Desobeir altres senyals","Matí","433846.46 ","4584792.84","2.20839810741224","41.4195688059842"
"2016S004465    ",10,"Sant Martí",68,"el Poblenou",270901,"Pujades","0119 0119","Dimecres","2016",6,"Juny","8","18","Gir indegut o sense precaució","Tarda","432706.68 ","4584237.28","2.21291235441052","41.4179312167800"
"2016S000061    ",10,"Sant Martí",70,"el Besòs i el Maresme",321106,"Sàsser","0003 0003","Dilluns","2016",1,"Gener","4","15","Altres","Tarda","433470.11 ","4584602.06","2.21084897319772","41.4211696904123"
"2016S008310    ",10,"Sant Martí",68,"el Poblenou",186703,"Llull","0131 0131","Dilluns","2016",10,"Octubre","31","15","Altres","Tarda","432749.52 ","4584599.96","2.21303372701283","41.4143380593954"
"2016S004817    ",10,"Sant Martí",68,"el Poblenou",75804,"Rere el Cementiri Vell","0017 0017","Dilluns","2016",6,"Juny","20","08","No respectat pas de vianants","Matí","433092.71 ","4584796.53","2.20853092418885","41.4092545238931"
"2016S009059    ",10,"Sant Martí",68,"el Poblenou",124502,"Ferrer i Vidal","0016 0016","Divendres","2016",11,"Novembre","25","13","Manca precaució incorporació circulació","Matí","433720.48 ","4585200.49","2.21191421691853","41.4151813375688"
"2016S003437    ",10,"Sant Martí",68,"el Poblenou",123601,"Fernando Poo","0070 0070","Dijous","2016",5,"Maig","5","07","No cedir la dreta","Matí","433771.94 ","4585250.34","2.21421154994524","41.4100916866792"
"2016S006114    ",10,"Sant Martí",68,"el Poblenou",700654,"Litoral","0069 0069","Dijous","2016",8,"Agost","4","18","Desobeir semàfor","Tarda","432986.83 ","4584903.52","2.20145126573922","41.4066920861503"
"2016S006435    ",10,"Sant Martí",68,"el Poblenou",700654,"Litoral","0070 0070","Dilluns","2016",8,"Agost","22","15","Desobeir semàfor","Tarda","433081.87 ","4584996.69","2.19835163333035","41.4066899977190"
"2016S006097    ",10,"Sant Martí",68,"el Poblenou",124604,"Ferrocarril","0012 0012","Dijous","2016",8,"Agost","4","00","Manca d'atenció a la conducció","Nit","433261.78 ","4584947.48","2.19945310768195","41.4109559562608"
"2016S008770    ",10,"Sant Martí",68,"el Poblenou",701498,"B-10 (Besòs)","000770000","Dimarts","2016",11,"Novembre","15","13","Altres","Matí","433383.18 ","4585066.43","2.20735975134894","41.4101179403856"
"2016S002415    ",10,"Sant Martí",68,"el Poblenou",367504,"Doctor Trueta","0146 0146","Dimecres","2016",3,"Març","30","16","Gir indegut o sense precaució","Tarda","433439.81 ","4585121.72","2.19378559973832","41.4050194645242"
"2016S008269    ",10,"Sant Martí",68,"el Poblenou",29603,"Aymà","0008B0008B","Dissabte","2016",10,"Octubre","29","14","No respectar distàncies","Tarda","432587.59 ","4584475.05","2.20287820078415","41.4083685434276"
"2016S004803    ",10,"Sant Martí",68,"el Poblenou",29603,"Aymà","0010 0014","Diumenge","2016",6,"Juny","19","18","No respectar distàncies","Tarda","432646.78 ","4584550.48","2.19425774614878","41.4082896091160"
"2016S006794    ",10,"Sant Martí",71,"Provençals del Poblenou",244800,"Paraguai","0020 0020","Dimecres","2016",9,"Setembre","7","12","Desobeir semàfor","Matí","433168.28 ","4583185.32","2.19834169808027","41.4100887265074"
"2016S007780    ",10,"Sant Martí",71,"Provençals del Poblenou",30409,"Bac de Roda","0158 0160","Dijous","2016",10,"Octubre","13","11","No determinada","Matí","433137.4  ","4583809.68","2.20580786392437","41.4137791475036"
"2016S000191    ",10,"Sant Martí",68,"el Poblenou",14209,"Amistat","0030B0030B","Dissabte","2016",1,"Gener","9","18","Desobeir semàfor","Tarda","433662.26 ","4585555.92","2.20641808948524","41.4142323794714"
"2016S003181    ",10,"Sant Martí",71,"Provençals del Poblenou",164008,"Ca l'Isidret","0007 0007","Dimarts","2016",4,"Abril","26","21","No respectar distàncies","Tarda","433040.42 ","4583448.28","2.19706312230767","41.4110435263993"
"2016S000276    ",10,"Sant Martí",68,"el Poblenou",148704,"Ciutat de Granada","0044 0044","Dimecres","2016",1,"Gener","13","09","No determinada","Matí","433372.35 ","4585277.85","2.19818985453742","41.4118906082467"
"2016S009472    ",10,"Sant Martí",68,"el Poblenou",148704,"Ciutat de Granada","0044 0044","Divendres","2016",12,"Desembre","9","19","Gir indegut o sense precaució","Tarda","433372.35 ","4585277.85","2.20034773610099","41.4114623606509"
"2016S005788    ",10,"Sant Martí",68,"el Poblenou",148704,"Ciutat de Granada","0044 0044","Divendres","2016",7,"Juliol","22","21","Avançament defectuós/improcedent","Tarda","433348.96 ","4585184.79","2.20178705153349","41.4125437914707"
"2016S005907    ",10,"Sant Martí",71,"Provençals del Poblenou",44403,"Bolívia","0271 0271","Dimecres","2016",7,"Juliol","27","17","Manca d'atenció a la conducció","Tarda","433401.39 ","4583009.01","2.20245849346906","41.4130464696874"
"2016S001440    ",10,"Sant Martí",68,"el Poblenou",71905,"Castanys","0031 0031","Dimecres","2016",2,"Febrer","24","07","No determinada","Matí","434043.12 ","4585738.03","2.19233444791618","41.4071510042300"
"2016S005835    ",10,"Sant Martí",71,"Provençals del Poblenou",200600,"Marroc","0031 0031","Dilluns","2016",7,"Juliol","25","09","Manca precaució efectuar marxa enrera","Matí","432951.94 ","4583521.85","2.19303414355803","41.4078353468315"
"2016S003932    ",10,"Sant Martí",68,"el Poblenou",242906,"Pallars","0194 0198","Diumenge","2016",5,"Maig","22","11","Desobeir semàfor","Matí","433942.83 ","4585841.27","2.19942384729583","41.3955832781119"
"2016S005587    ",10,"Sant Martí",71,"Provençals del Poblenou",44403,"Bolívia","0183 0183","Divendres","2016",7,"Juliol","15","13","Manca d'atenció a la conducció","Matí","433685.58 ","4583040.05","2.19898547692465","41.4012041577247"
"2016S009922    ",10,"Sant Martí",71,"Provençals del Poblenou",44403,"Bolívia","0201 0201","Divendres","2016",12,"Desembre","23","14","Canvi de carril sense precaució","Tarda","433716.26 ","4583157.32","2.20507228427050","41.4169756006617"
"2016S005810    ",10,"Sant Martí",68,"el Poblenou",30500,"Badajoz","0005 0007","Diumenge","2016",7,"Juliol","24","01","Altres","Nit","433646.34 ","4583272.17","2.19786540341139","41.3979410447972"
"2016S008916    ",10,"Sant Martí",68,"el Poblenou",30500,"Badajoz","0005 0007","Dissabte","2016",11,"Novembre","19","19","Manca d'atenció a la conducció","Tarda","433636.09 ","4583316.84","2.20163417473857","41.4144470943136"
"2016S005966    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",186703,"Llull","0331 0331","Divendres","2016",7,"Juliol","29","13","Desconegut","Matí","433518.36 ","4583696.44","2.20163417473857","41.4144470943136"
"2016S005811    ",10,"Sant Martí",71,"Provençals del Poblenou",44403,"Bolívia","0153 0153","Diumenge","2016",7,"Juliol","24","08","Desobeir altres senyals","Matí","433582.9  ","4582870.5 ","2.20136458694171","41.4136069874415"
"2016S003237    ",10,"Sant Martí",68,"el Poblenou",70505,"Casamitjana","0015 0017","Dijous","2016",4,"Abril","28","16","Altres","Tarda","433259.93 ","4584329.16","2.20223149427716","41.3940146544353"
"2016S000129    ",10,"Sant Martí",68,"el Poblenou",42306,"Bilbao","0072 0072","Dijous","2016",1,"Gener","7","11","Manca precaució efectuar marxa enrera","Matí","433712.58 ","4584545.41","2.20960939301582","41.4186471975137"
"2016S005623    ",10,"Sant Martí",68,"el Poblenou",203609,"Massaguer","0011 0011","Dissabte","2016",7,"Juliol","16","20","Desobeir altres senyals","Tarda","433985.17 ","4584651.81","2.19679889858001","41.3985962907966"
"2016S005890    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",701539,"Dolors Piera","0006 0006","Dimecres","2016",7,"Juliol","27","08","Canvi de carril sense precaució","Matí","434217.42 ","4583929.71","2.20839810741224","41.4195688059842"
"2016S008504    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",4908,"Àlaba","0109 0115","Dilluns","2016",11,"Novembre","7","18","Gir indegut o sense precaució","Tarda","434611.87 ","4584583.08","2.20562722215128","41.3943177303369"
"2016S001530    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",243206,"Pamplona","0088 0088","Divendres","2016",2,"Febrer","26","14","No respectar distàncies","Tarda","434599.95 ","4584179.69","2.20598133224900","41.3953764849471"
"2016S007544    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",243206,"Pamplona","0088 0088","Dimecres","2016",10,"Octubre","5","07","Canvi de carril sense precaució","Matí","434443.92 ","4584049.57","2.20513242110165","41.3964051396278"
"2016S010104    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",243206,"Pamplona","0090 0090","Divendres","2016",12,"Desembre","30","12","Canvi de carril sense precaució","Matí","434371.96 ","4583978.79","2.20500491838962","41.3968066248412"
"2016S002793    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",369204,"Zamora","0104 0104","Dimecres","2016",4,"Abril","13","14","Altres","Tarda","434371.96 ","4583978.79","2.20355499696516","41.4002158537901"
